T     BUS-11   100 BUS-12   100       .0016 .0435             100. 10060                                                                                                                                                                                                                                   
T     BUS-13   100 BUS-12   100       .0016 .0435             100. 10060                                                                                                                                                                                                                                   
T     BUS-31   100 BUS-6    100             .025              100. 10700                                                                                                                                                                                                                                   
T     BUS-32   100 BUS-10   100             .02               100. 10700                                                                                                                                                                                                                                   
T     BUS-33   100 BUS-19   100       .0007 .0142             100. 10700                                                                                                                                                                                                                                   
T     BUS-34   100 BUS-20   100       .0009 .018              100. 10090                                                                                                                                                                                                                                   
T     BUS-35   100 BUS-22   100             .0143             100. 10250                                                                                                                                                                                                                                   
T     BUS-36   100 BUS-23   100       .0005 .0272             100. 100.                                                                                                                                                                                                                                    
T     BUS-37   100 BUS-25   100       .0006 .0232             100. 10250                                                                                                                                                                                                                                   
T     BUS-30   100 BUS-2    100             .0181             100. 10250                                                                                                                                                                                                                                   
T     BUS-38   100 BUS-29   100       .0008 .0156             100. 10250                                                                                                                                                                                                                                   
T     BUS-20   100 BUS-19   100       .0007 .0138             100. 10600                                                                                                                                                                                                                                   
.234567890*234567890*234567890*234567890*234567890*234567890*234567890*234567890
(END)
