THLOAD  LD176  bus-176          0.0500         0.0400
THLOAD  LD177  bus-177          0.2800         0.1200
THLOAD  LD178  bus-178          4.2740         1.7360
THLOAD  LD179  bus-179          0.7400         0.2900
THLOAD  LD180  bus-180          0.6950         0.4930
THLOAD  LD181  bus-181          0.7340         0.0000
THLOAD  LD182  bus-182          2.4070         0.8900
THLOAD  LD183  bus-183          0.4000         0.0400
THLOAD  LD184  bus-184          1.3680         0.1660
THLOAD  LD186  bus-186          0.5980         0.2430
THLOAD  LD187  bus-187          0.5980         0.2430
THLOAD  LD188  bus-188          1.8260         0.4360
THLOAD  LD189  bus-189          0.0700         0.0200
THLOAD  LD191  bus-191          4.8900         0.5300
THLOAD  LD192  bus-192          8.0000         0.7200
THLOAD  LD196  bus-196          0.1000         0.0300
THLOAD  LD197  bus-197          0.4300         0.1400
THLOAD  LD198  bus-198          0.6400         0.2100
THLOAD  LD199  bus-199          0.3500         0.1200
THLOAD  LD200  bus-200          0.2700         0.1200
THLOAD  LD201  bus-201          0.4100         0.1400
THLOAD  LD202  bus-202          0.3800         0.1300
THLOAD  LD203  bus-203          0.4200         0.1400
THLOAD  LD204  bus-204          0.7200         0.2400
THLOAD  LD205  bus-205          0.0000        -0.0500
THLOAD  LD206  bus-206          0.1200         0.0200
THLOAD  LD207  bus-207         -0.2100        -0.1420
THLOAD  LD208  bus-208          0.0700         0.0200
THLOAD  LD209  bus-209          0.3800         0.1300
THLOAD  LD211  bus-211          0.9600         0.0700
THLOAD  LD214  bus-214          0.2200         0.1600
THLOAD  LD215  bus-215          0.4700         0.2600
THLOAD  LD216  bus-216          1.7600         1.0500
THLOAD  LD217  bus-217          1.0000         0.7500
THLOAD  LD218  bus-218          1.3100         0.9600
THLOAD  LD220  bus-220          2.8500         1.0000
THLOAD  LD221  bus-221          1.7100         0.7000
THLOAD  LD222  bus-222          3.2800         1.8800
THLOAD  LD223  bus-223          4.2800         2.3200
THLOAD  LD224  bus-224          1.7300         0.9900
THLOAD  LD225  bus-225          4.1000         0.4000
THLOAD  LD227  bus-227          5.3800         3.6900
THLOAD  LD228  bus-228          2.2300         1.4800
THLOAD  LD229  bus-229          0.9600         0.4600
THLOAD  LD231  bus-231          1.5900         1.0700
THLOAD  LD232  bus-232          4.4800         1.4300
THLOAD  LD233  bus-233          4.0400         2.1200
THLOAD  LD234  bus-234          5.7200         2.4400
THLOAD  LD235  bus-235          2.6900         1.5700
THLOAD  LD238  bus-238          2.5500         1.4900
THLOAD  LD243  bus-243          0.0800         0.0300
THLOAD  LD245  bus-245          0.6100         0.3000
THLOAD  LD246  bus-246          0.7700         0.3300
THLOAD  LD247  bus-247          0.6100         0.3000
THLOAD  LD248  bus-248          0.2900         0.1400
THLOAD  LD249  bus-249          0.2900         0.1400
THLOAD  LD250  bus-250         -0.2300        -0.1700
THLOAD  LD281  bus-281         -0.3310        -0.2940
THLOAD  LD319  bus-319          1.1580        -0.2400
THLOAD  LD320  bus-320          0.0240        -0.1260
THLOAD  LD322  bus-322          0.0240        -0.0390
THLOAD  LD323  bus-323         -0.1490         0.2650
THLOAD  LD324  bus-324          0.2470        -0.0120
THLOAD  LD526  bus-526          1.4530        -0.3490
THLOAD  LD528  bus-528          0.2810        -0.2050
THLOAD  LD531  bus-531          0.1400         0.0250
THLOAD  LD552  bus-552         -0.1110        -0.0140
THLOAD  LD562  bus-562          0.5050         0.1740
THLOAD  LD609  bus-609          0.2960         0.0060
THLOAD  LD664  bus-664         -1.1370         0.7670
THLOAD  LD1190  bus-1190          1.0031         0.2917
THLOAD  LD1200  bus-1200         -1.0000         0.3417
THLOAD  LD9003  bus-9003          0.0271         0.0094
THLOAD  LD9004  bus-9004          0.0086         0.0028
THLOAD  LD9021  bus-9021          0.0475         0.0156
THLOAD  LD9022  bus-9022          0.0153         0.0053
THLOAD  LD9024  bus-9024          0.0135         0.0047
THLOAD  LD9025  bus-9025          0.0045         0.0016
THLOAD  LD9026  bus-9026          0.0045         0.0016
THLOAD  LD9031  bus-9031          0.0184         0.0064
THLOAD  LD9032  bus-9032          0.0139         0.0048
THLOAD  LD9033  bus-9033          0.0189         0.0065
THLOAD  LD9034  bus-9034          0.0155         0.0054
THLOAD  LD9035  bus-9035          0.0166         0.0058
THLOAD  LD9036  bus-9036          0.0303         0.0100
THLOAD  LD9037  bus-9037          0.0186         0.0064
THLOAD  LD9038  bus-9038          0.0258         0.0089
THLOAD  LD9041  bus-9041          0.0101         0.0035
THLOAD  LD9042  bus-9042          0.0081         0.0028
THLOAD  LD9043  bus-9043          0.0160         0.0052
THLOAD  LD9052  bus-9052          0.3000         0.2300
THLOAD  LD9071  bus-9071          0.0102         0.0035
THLOAD  LD9072  bus-9072          0.0102         0.0035
THLOAD  LD9121  bus-9121          0.0380         0.0125
THLOAD  LD9533  bus-9533          0.0119         0.0041
THSHUNT sh_117  bus-117          0.0000        -3.2500
THSHUNT sh_120  bus-120          0.0000        -0.5500
THSHUNT sh_154  bus-154          0.0000        -0.3450
THSHUNT sh_164  bus-164          0.0000         2.1200
THSHUNT sh_166  bus-166          0.0000         1.0300
THSHUNT sh_173  bus-173          0.0000        -0.5300
THSHUNT sh_179  bus-179          0.0000        -0.4500
THSHUNT sh_190  bus-190          0.0000         1.5000
THSHUNT sh_231  bus-231          0.0000         3.0000
THSHUNT sh_238  bus-238          0.0000         1.5000
THSHUNT sh_240  bus-240          0.0000         1.4000
THSHUNT sh_248  bus-248          0.0000        -0.4560
THSHUNT sh_9003  bus-9003          0.0014        -0.0240
THSHUNT sh_9022  bus-9022          0.0008         0.0000
THSHUNT sh_9024  bus-9024          0.0007         0.0000
THSHUNT sh_9025  bus-9025          0.0002         0.0000
THSHUNT sh_9026  bus-9026          0.0002         0.0000
THSHUNT sh_9031  bus-9031          0.0010         0.0000
THSHUNT sh_9032  bus-9032          0.0007         0.0000
THSHUNT sh_9033  bus-9033          0.0010         0.0000
THSHUNT sh_9034  bus-9034          0.0008        -0.0172
THSHUNT sh_9035  bus-9035          0.0009         0.0000
THSHUNT sh_9037  bus-9037          0.0010         0.0000
THSHUNT sh_9038  bus-9038          0.0014         0.0000
THSHUNT sh_9041  bus-9041          0.0005         0.0000
THSHUNT sh_9042  bus-9042          0.0004         0.0000
THSHUNT sh_9071  bus-9071          0.0005         0.0000
THSHUNT sh_9072  bus-9072          0.0005         0.0000
THSHUNT sh_9533  bus-9533          0.0010         0.0000
*GENERCV GEN-221 bus-221        450.0000         0.0000  1.00000 1
GENERCV GEN-222 bus-222        250.0000         0.0000  1.05000 1

GENERCV GEN-8 bus-8         -5.0000         0.0000  1.01530 1
GENERCV GEN-10 bus-10         -5.0000         0.0000  1.02050 1
GENERCV GEN-20 bus-20        -10.0000         0.0000  1.00100 1
GENERCV GEN-63 bus-63          0.0000         0.0000  0.95830 1
GENERCV GEN-76 bus-76          0.0000         0.0000  0.96320 1
GENERCV GEN-84 bus-84        375.0000         0.0000  1.02500 1
GENERCV GEN-91 bus-91        155.0000         0.0000  1.05200 1
GENERCV GEN-92 bus-92        290.0000         0.0000  1.05200 1
GENERCV GEN-98 bus-98         68.0000         0.0000  1.00000 1
GENERCV GEN-108 bus-108        117.0000         0.0000  0.99000 1
GENERCV GEN-119 bus-119       1930.0000         0.0000  1.04350 1
GENERCV GEN-124 bus-124        240.0000         0.0000  1.02330 1
GENERCV GEN-125 bus-125          0.0000         0.0000  1.01030 1
GENERCV GEN-138 bus-138       -192.5000         0.0000  1.05500 1
GENERCV GEN-141 bus-141        281.0000         0.0000  1.05100 1
GENERCV GEN-143 bus-143        696.0000         0.0000  1.04350 1
GENERCV GEN-146 bus-146         84.0000         0.0000  1.05280 1
GENERCV GEN-147 bus-147        217.0000         0.0000  1.05280 1
GENERCV GEN-149 bus-149        103.0000         0.0000  1.07350 1
GENERCV GEN-152 bus-152        372.0000         0.0000  1.05350 1
GENERCV GEN-153 bus-153        216.0000         0.0000  1.04350 1
GENERCV GEN-156 bus-156          0.0000         0.0000  0.96300 1
GENERCV GEN-170 bus-170        205.0000         0.0000  0.92900 1
GENERCV GEN-171 bus-171          0.0000         0.0000  0.98290 1
GENERCV GEN-176 bus-176        228.0000         0.0000  1.05220 1
GENERCV GEN-177 bus-177         84.0000         0.0000  1.00770 1
GENERCV GEN-185 bus-185        200.0000         0.0000  1.05220 1
GENERCV GEN-186 bus-186       1200.0000         0.0000  1.06500 1
GENERCV GEN-187 bus-187       1200.0000         0.0000  1.06500 1
GENERCV GEN-190 bus-190        475.0000         0.0000  1.05510 1
GENERCV GEN-191 bus-191       1973.0000         0.0000  1.04350 1
GENERCV GEN-198 bus-198        424.0000         0.0000  1.01500 1
GENERCV GEN-213 bus-213        272.0000         0.0000  1.01000 1
GENERCV GEN-220 bus-220        100.0000         0.0000  1.00800 1
GENERCV GEN-221 bus-221        450.0000         0.0000  1.00000 1
*GENERCV GEN-222 bus-222        250.0000         0.0000  1.05000 1
GENERCV GEN-227 bus-227        303.0000         0.0000  1.00000 1
GENERCV GEN-230 bus-230        345.0000         0.0000  1.04000 1
GENERCV GEN-233 bus-233        300.0000         0.0000  1.00000 1
GENERCV GEN-236 bus-236        600.0000         0.0000  1.01650 1
GENERCV GEN-238 bus-238        250.0000         0.0000  1.01000 1
GENERCV GEN-239 bus-239        550.0000         0.0000  1.00000 1
GENERCV GEN-241 bus-241        575.4300         0.0000  1.05000 1
GENERCV GEN-242 bus-242        170.0000         0.0000  0.99300 1
GENERCV GEN-243 bus-243         84.0000         0.0000  1.01000 1
GENERCV GEN-7001 bus-7001        467.0000         0.0000  1.05070 1
GENERCV GEN-7002 bus-7002        623.0000         0.0000  1.05070 1
GENERCV GEN-7003 bus-7003       1210.0000         0.0000  1.03230 1
GENERCV GEN-7011 bus-7011        234.0000         0.0000  1.01450 1
GENERCV GEN-7012 bus-7012        372.0000         0.0000  1.05070 1
GENERCV GEN-7017 bus-7017        330.0000         0.0000  1.05070 1
GENERCV GEN-7023 bus-7023        185.0000         0.0000  1.05070 1
GENERCV GEN-7024 bus-7024        410.0000         0.0000  1.02900 1
GENERCV GEN-7039 bus-7039        500.0000         0.0000  1.05000 1
GENERCV GEN-7044 bus-7044         37.0000         0.0000  1.01450 1
GENER    GEN-7049 bus-7049    0.00000    0.00000  1 
THSLACK  GEN-7049    1.05070    0.00000  1
GENERCV GEN-7055 bus-7055         45.0000         0.0000  0.99670 1
GENERCV GEN-7057 bus-7057        165.0000         0.0000  1.02120 1
GENERCV GEN-7061 bus-7061        400.0000         0.0000  1.01450 1
GENERCV GEN-7062 bus-7062        400.0000         0.0000  1.00170 1
GENERCV GEN-7071 bus-7071        116.0000         0.0000  0.98930 1
GENERCV GEN-7130 bus-7130       1292.0000         0.0000  1.05070 1
GENERCV GEN-7139 bus-7139        700.0000         0.0000  1.05070 1
GENERCV GEN-7166 bus-7166        553.0000         0.0000  1.01450 1
GENERCV GEN-9002 bus-9002         -4.2000         0.0000  0.99450 1
GENERCV GEN-9051 bus-9051        -35.8100         0.0000  1.00000 1
GENERCV GEN-9053 bus-9053        -26.4800         0.0000  1.00000 1
GENERCV GEN-9054 bus-9054         50.0000         0.0000  1.00000 1
GENERCV GEN-9055 bus-9055          8.0000         0.0000  1.00000 1
GENERDATA GEN-8 0. 0. 0. 0. 1. 99999. -99999.   10.00  -10.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-10 0. 0. 0. 0. 1. 99999. -99999.   20.00  -20.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-20 0. 0. 0. 0. 1. 99999. -99999.   20.00  -20.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-63 0. 0. 0. 0. 1. 99999. -99999.   25.00  -25.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-76 0. 0. 0. 0. 1. 99999. -99999.   35.00   12.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-84 0. 0. 0. 0. 1. 99999. -99999.  240.00 -240.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-91 0. 0. 0. 0. 1. 99999. -99999.   96.00  -11.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-92 0. 0. 0. 0. 1. 99999. -99999.  153.00 -153.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-98 0. 0. 0. 0. 1. 99999. -99999.   56.00  -30.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-108 0. 0. 0. 0. 1. 99999. -99999.   77.00  -24.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-119 0. 0. 0. 0. 1. 99999. -99999. 1500.00 -500.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-124 0. 0. 0. 0. 1. 99999. -99999.  120.00  -60.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-125 0. 0. 0. 0. 1. 99999. -99999.  200.00  -25.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-138 0. 0. 0. 0. 1. 99999. -99999.  350.00 -125.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-141 0. 0. 0. 0. 1. 99999. -99999.   75.00  -50.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-143 0. 0. 0. 0. 1. 99999. -99999.  300.00 -100.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-146 0. 0. 0. 0. 1. 99999. -99999.   35.00  -15.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-147 0. 0. 0. 0. 1. 99999. -99999.  100.00  -50.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-149 0. 0. 0. 0. 1. 99999. -99999.   50.00  -25.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-152 0. 0. 0. 0. 1. 99999. -99999.  175.00  -50.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-153 0. 0. 0. 0. 1. 99999. -99999.   90.00  -50.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-156 0. 0. 0. 0. 1. 99999. -99999.   15.00  -10.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-170 0. 0. 0. 0. 1. 99999. -99999.   90.00  -40.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-171 0. 0. 0. 0. 1. 99999. -99999.  150.00  -50.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-176 0. 0. 0. 0. 1. 99999. -99999.   90.00  -45.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-177 0. 0. 0. 0. 1. 99999. -99999.   35.00  -15.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-185 0. 0. 0. 0. 1. 99999. -99999.   80.00  -50.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-186 0. 0. 0. 0. 1. 99999. -99999.  400.00 -100.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-187 0. 0. 0. 0. 1. 99999. -99999.  400.00 -100.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-190 0. 0. 0. 0. 1. 99999. -99999.  300.00 -300.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-191 0. 0. 0. 0. 1. 99999. -99999. 1000.00 -1000.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-198 0. 0. 0. 0. 1. 99999. -99999.  260.00 -260.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-213 0. 0. 0. 0. 1. 99999. -99999.  150.00 -150.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-220 0. 0. 0. 0. 1. 99999. -99999.   60.00  -60.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-221 0. 0. 0. 0. 1. 99999. -99999.  320.00 -320.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-222 0. 0. 0. 0. 1. 99999. -99999.  300.00 -300.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-227 0. 0. 0. 0. 1. 99999. -99999.  300.00 -300.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-230 0. 0. 0. 0. 1. 99999. -99999.  250.00 -250.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-233 0. 0. 0. 0. 1. 99999. -99999.  500.00 -500.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-236 0. 0. 0. 0. 1. 99999. -99999.  300.00 -300.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-238 0. 0. 0. 0. 1. 99999. -99999.  200.00 -200.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-239 0. 0. 0. 0. 1. 99999. -99999.  400.00 -400.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-241 0. 0. 0. 0. 1. 99999. -99999.  600.00 -600.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-242 0. 0. 0. 0. 1. 99999. -99999.  100.00   40.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-243 0. 0. 0. 0. 1. 99999. -99999.   80.00   40.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7001 0. 0. 0. 0. 1. 99999. -99999.  210.00 -210.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7002 0. 0. 0. 0. 1. 99999. -99999.  280.00 -280.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7003 0. 0. 0. 0. 1. 99999. -99999.  420.00 -420.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7011 0. 0. 0. 0. 1. 99999. -99999.  100.00 -100.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7012 0. 0. 0. 0. 1. 99999. -99999.  224.00 -224.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7017 0. 0. 0. 0. 1. 99999. -99999.  350.00    0.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7023 0. 0. 0. 0. 1. 99999. -99999.  120.00    0.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7024 0. 0. 0. 0. 1. 99999. -99999.  224.00 -224.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7039 0. 0. 0. 0. 1. 99999. -99999.  200.00 -200.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7044 0. 0. 0. 0. 1. 99999. -99999.   42.00    0.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7055 0. 0. 0. 0. 1. 99999. -99999.   25.00    0.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7057 0. 0. 0. 0. 1. 99999. -99999.   90.00  -90.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7061 0. 0. 0. 0. 1. 99999. -99999.  150.00 -150.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7062 0. 0. 0. 0. 1. 99999. -99999.  150.00    0.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7071 0. 0. 0. 0. 1. 99999. -99999.   87.00    0.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7130 0. 0. 0. 0. 1. 99999. -99999.  600.00 -100.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7139 0. 0. 0. 0. 1. 99999. -99999.  325.00 -125.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7166 0. 0. 0. 0. 1. 99999. -99999.  300.00 -200.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-9002 0. 0. 0. 0. 1. 99999. -99999.    2.00   -2.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-9051 0. 0. 0. 0. 1. 99999. -99999.   17.35  -17.35 1.5 0 0 0. 99999 1 
GENERDATA GEN-9053 0. 0. 0. 0. 1. 99999. -99999.   12.83  -12.80 1.5 0 0 0. 99999 1 
GENERDATA GEN-9054 0. 0. 0. 0. 1. 99999. -99999.   38.00  -38.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-9055 0. 0. 0. 0. 1. 99999. -99999.    6.00   -6.00 1.5 0 0 0. 99999 1 
*THTRFO TR1     bus-9001 bus-37       0.00006    0.00046  100.82000
TAP TR1  bus-9001 bus-37  0.00006  0.00046 0 0 0 0  100 100.820 0   0.400 0 0 2 -23.9250 26.0875 0 1 1
THLINE LN2     bus-9005 bus-9001     0.00080    0.00348    0.00000
*THTRFO TR3     bus-9006 bus-9001     0.02439    0.43682   96.68000
TAP TR3  bus-9006 bus-9001  0.02439  0.43682 0 0 0 0  100  96.680 0   0.417 0 0 2 -14.6043 35.4436 0 1 1
TAPCV  TR3     bus-9006  1.0000  1.0100  0.9900 1.5 0. 1.5 0. 1
*THTRFO TR4     bus-9012 bus-9001     0.03624    0.64898   97.96000
TAP TR4  bus-9012 bus-9001  0.03624  0.64898 0 0 0 0  100  97.960 0   0.417 0 0 2 -14.6043 35.4436 0 1 1
TAPCV  TR4     bus-9012  1.0000  1.0100  0.9900 1.5 0. 1.5 0. 1
THTRFO TR5     bus-9051 bus-9005     0.01578    0.37486  104.35000
*THTRFO TR6     bus-9052 bus-9005     0.01578    0.37486   93.91000
TAP TR6  bus-9052 bus-9005  0.01578  0.37486 0 0 0 0  100  93.910 0   0.417 0 0 2 -14.6043 35.4436 0 1 1
TAPCV  TR6     bus-9052  1.0000  1.0100  0.9900 1.5 0. 1.5 0. 1
THTRFO TR7     bus-9053 bus-9005     0.01602    0.38046  104.35000
THTRFO TR8     bus-9054 bus-9005     0.00000    0.15200  104.35000
THTRFO TR9     bus-9055 bus-9005     0.00000    0.80000  104.35000
THLINE LN10    bus-9007 bus-9006     0.05558    0.24666    0.00000
THLINE LN11    bus-9003 bus-9006     0.11118    0.49332    0.00000
THLINE LN12    bus-9003 bus-9006     0.11118    0.49332    0.00000
THLINE LN13    bus-9002 bus-9012     0.07622    0.43286    0.00000
THLINE LN14    bus-9002 bus-9012     0.07622    0.43286    0.00000
THLINE LN15    bus-9021 bus-9002     0.05370    0.07026    0.00000
THLINE LN16    bus-9023 bus-9021     1.10680    0.95278    0.00000
THTRFO TR17    bus-9022 bus-9021     0.44364    2.81520  100.00000
THTRFO TR18    bus-9024 bus-9002     0.50748    3.22020  100.00000
THTRFO TR19    bus-9025 bus-9023     0.66688    3.94400  100.00000
THTRFO TR20    bus-9026 bus-9023     0.61130    3.61520  100.00000
THTRFO TR21    bus-9071 bus-9007     0.44120    2.96680  100.00000
THTRFO TR22    bus-9072 bus-9007     0.30792    2.05700  100.00000
THLINE LN23    bus-9003 bus-9007     0.05580    0.24666    0.00000
THTRFO TR24    bus-9031 bus-9003     0.73633    4.67240  100.00000
THTRFO TR25    bus-9032 bus-9003     0.76978    4.88460  100.00000
THTRFO TR26    bus-9033 bus-9003     0.75732    4.80560  100.00000
THLINE LN27    bus-9044 bus-9003     0.07378    0.06352    0.00000
THLINE LN28    bus-9004 bus-9044     0.03832    0.02894    0.00000
THTRFO TR29    bus-9041 bus-9004     0.36614    2.45600  100.00000
THTRFO TR30    bus-9042 bus-9004     1.05930    5.45360  100.00000
THTRFO TR31    bus-9043 bus-9004     0.15670    1.69940  100.00000
