 00/00/01                      100.0  0    0 0                                                                                                                                                                                                                                                             
BUS DATA FOLLOWS                  162 ITEMS
  77 bus-77  100   1  1    1.011 -40.49 26.41    8.78      0.      -0.1     100.    1.     999900 -99990    0.      0.047     0                                                                                                                                                                            
  78 bus-78  100   1  1    1.022 -38.24 79.12    0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  79 bus-79  100   1  1    1.031 -36.19 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  80 bus-80  100   1  1    1.009 -38.36 15.76    5.25      0.      0.       100.    1.       0.     0.      0.      0.028     0                                                                                                                                                                            
  81 bus-81  100   1  1    1.    -46.42 50.88    16.8      0.      0.       100.    1.       0.     0.      0.      0.221     0                                                                                                                                                                            
  82 bus-82  100   1  1    0.998 -42.03 62.28    20.26     0.      0.       100.    1.       0.     0.      0.      0.104     0                                                                                                                                                                            
  83 bus-83  100   1  1    1.003 -41.13 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  84 bus-84  100   1  1    1.009 -37.77 37.9     9.49      0.      0.       100.    1.       0.     0.      0.      0.026     0                                                                                                                                                                            
  85 bus-85  100   1  1    0.97  -41.07 40.52    11.26     0.      -0.1     100.    1.     999900 -99990    0.      0.12      0                                                                                                                                                                            
  86 bus-86  100   1  1    0.969 -44.99 50.73    13.35     0.      0.       100.    1.       0.     0.      0.      0.12      0                                                                                                                                                                            
  87 bus-87  100   1  1    0.979 -43.54 16.91    4.23      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  88 bus-88  100   1  1    0.988 -44.76 60.6     4.44      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  89 bus-89  100   1  1    0.991 -46.17 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  90 bus-90  100   1  1    0.961 -48.65 50.21    16.76     0.      0.       100.    1.       0.     0.      0.      0.1       0                                                                                                                                                                            
  91 bus-91  100   1  1    1.012 -36.54 51.24    12.83     0.      0.       100.    1.       0.     0.      0.     -0.0018    0                                                                                                                                                                            
  92 bus-92  100   1  1    1.002 -37.51 36.12    9.05      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  93 bus-93  100   1  1    1.029 -32.65 103.8    34.56     0.      0.       100.    1.       0.     0.      0.     -0.017     0                                                                                                                                                                            
  94 bus-94  100   1  1    1.026 -36.93 164.     6.49      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  95 bus-95  100   1  1    1.029 -36.55 117.2    39.01     0.      0.       100.    1.       0.     0.      0.     -0.0018    0                                                                                                                                                                            
  96 bus-96  100   1  1    1.001 -45.07 119.2    0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  97 bus-97  100   1  1    1.026 -37.22 22.84    5.71      0.      0.       100.    1.       0.     0.      0.     -0.0013    0                                                                                                                                                                            
  98 bus-98  100   1  1    1.044 -35.31 151.1    50.35     0.      30.      100.    1.     999900 -99990    0.     -0.017     0                                                                                                                                                                            
  99 bus-99  100   1  1  2 1.    -31.41 0.       0.        130.9   5.473584 100.    1.      75.6  -60.6     0.      0.        0                                                                                                                                                                            
 100 bus-100 100   1  1    0.987 -45.83 23.21    6.9       0.      0.       100.    1.       0.     0.      0.      0.03      0                                                                                                                                                                            
 101 bus-101 100   1  1  2 1.    -40.09 0.       0.        82.     30.40282 100.    1.      38.6  -24.4     0.      0.        0                                                                                                                                                                            
 102 bus-102 100   1  1    1.003 -37.02 16.54    4.08      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 103 bus-103 100   1  1    1.015 -34.67 0.       0.        -322.   45.8     100.    1.     999900 -99990    0.      0.        0                                                                                                                                                                            
 104 bus-104 100   1  1    0.992 -44.63 31.52    10.46     0.      -0.1     100.    1.     999900 -99990    0.      0.0544    0                                                                                                                                                                            
 105 bus-105 100   1  1    1.033 -38.59 24.84    6.23      0.      0.       100.    1.       0.     0.      0.      0.017     0                                                                                                                                                                            
 106 bus-106 100   1  1    0.994 -43.01 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 107 bus-107 100   1  1    0.99  -43.89 35.41    5.41      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 108 bus-108 100   1  1  3 1.    -27.68 0.       0.        551.1201155.6204 100.    1.     9999.  -9999.    0.      0.        0                                                                                                                                                                            
 109 bus-109 100   1  1    1.013 -33.05 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 110 bus-110 100   1  1    1.027 -29.52 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 111 bus-111 100   1  1    1.005 -33.93 65.41    16.72     0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 112 bus-112 100   1  1    1.027 -27.01 0.       0.        0.      0.       100.    1.       0.     0.      0.     -0.5       0                                                                                                                                                                            
 113 bus-113 100   1  1    1.025 -30.95 0.       0.        -32.7   95.2     100.    1.     999900 -99990    0.      0.        0                                                                                                                                                                            
 114 bus-114 100   1  1  2 1.    -23.67 0.       0.        131.    22.32868 100.    1.      33.   -25.      0.      0.        0                                                                                                                                                                            
 115 bus-115 100   1  1    1.017 -36.04 17.32    3.34      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 116 bus-116 100   1  1    1.024 -37.29 56.08    11.2      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 117 bus-117 100   1  1    1.014 -37.95 101.9    20.06     0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 118 bus-118 100   1  1  2 1.    -34.02 0.       0.        173.    59.80875 100.    1.     100.   -44.      0.      0.        0                                                                                                                                                                            
 119 bus-119 100   1  1    1.009 -35.25 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 120 bus-120 100   1  1    1.023 -27.36 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 121 bus-121 100   1  1  2 1.    -20.09 0.       0.        620.    151.026  100.    1.     250.   -120.     0.      0.        0                                                                                                                                                                            
 122 bus-122 100   1  1    0.988 -45.83 47.28    9.36      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 123 bus-123 100   1  1    0.999 -46.19 0.       0.        -165.   54.67    100.    1.     999900 -99990    0.      0.        0                                                                                                                                                                            
 124 bus-124 100   1  1    1.008 -31.02 2000.    90.9      2571.   0.       100.    1.     999900 -99990    0.      0.        0                                                                                                                                                                            
 125 bus-125 100   1  1  2 1.02  -29.34 2000.    0.        2388.   -23.0042 100.    1.02   9900.  -1099.    0.      0.        0                                                                                                                                                                            
 126 bus-126 100   1  1    1.01  -26.59 2000.    0.        2467.   63.8     100.    1.     999900 -99990    0.      0.        0                                                                                                                                                                            
 127 bus-127 100   1  1    0.984 -29.54 0.       0.        52.6    -65.     100.    1.     999900 -99990    0.      0.        0                                                                                                                                                                            
 128 bus-128 100   1  1    1.023 -27.26 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 129 bus-129 100   1  1    1.024 -27.48 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 130 bus-130 100   1  1  2 1.03  -19.35 0.       0.        455.    123.2414 100.    1.03   288.   -144.     0.      0.        0                                                                                                                                                                            
 131 bus-131 100   1  1  2 1.018 -20.42 0.       0.        575.    94.31067 100.    1.018  320.   -265.     0.      0.        0                                                                                                                                                                            
 132 bus-132 100   1  1    1.019 -30.35 0.       0.        -159.   -36.1    100.    1.     999900 -99990    0.      0.        0                                                                                                                                                                            
 133 bus-133 100   1  1    1.035 -32.18 30.1     6.02      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 134 bus-134 100   1  1    1.023 -30.85 17.46    3.34      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 135 bus-135 100   1  1    1.032 -32.23 20.06    4.01      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 136 bus-136 100   1  1    1.025 -32.5  20.06    4.01      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 137 bus-137 100   1  1    1.029 -32.46 20.06    4.01      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 138 bus-138 100   1  1    1.031 -31.27 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 139 bus-139 100   1  1    1.026 -32.05 10.1     2.01      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 140 bus-140 100   1  1    1.028 -32.38 13.58    2.68      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 141 bus-141 100   1  1    1.002 -33.91 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 142 bus-142 100   1  1    1.027 -40.63 27.09    5.35      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 143 bus-143 100   1  1    1.005 -39.42 21.07    4.01      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 144 bus-144 100   1  1    1.022 -36.16 12.37    2.01      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 145 bus-145 100   1  1    1.018 -34.4  10.83    2.21      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 146 bus-146 100   1  1    1.009 -39.89 21.33    4.01      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 147 bus-147 100   1  1    1.01  -38.97 216.4    42.8      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 148 bus-148 100   1  1    1.013 -40.   120.     24.       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 149 bus-149 100   1  1    1.025 -23.75 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 150 bus-150 100   1  1    1.023 -24.4  4.8      1.6       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 151 bus-151 100   1  1    1.009 -26.69 24.      8.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 152 bus-152 100   1  1    1.023 -26.78 0.       0.        -6.     2.8      100.    1.     999900 -99990    0.      0.        0                                                                                                                                                                            
 153 bus-153 100   1  1    1.017 -25.8  4.       1.6       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 154 bus-154 100   1  1    0.974 -32.1  28.      9.6       0.      0.       100.    1.       0.     0.      0.      0.06      0                                                                                                                                                                            
 155 bus-155 100   1  1    0.985 -30.27 12.      4.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 156 bus-156 100   1  1    0.978 -31.78 8.       2.4       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 157 bus-157 100   1  1    0.98  -32.54 32.      10.4      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 158 bus-158 100   1  1    0.968 -33.49 16.      5.6       0.      0.       100.    1.       0.     0.      0.      0.03      0                                                                                                                                                                            
 159 bus-159 100   1  1    0.968 -33.32 8.       2.4       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 160 bus-160 100   1  1    0.971 -32.76 14.4     4.8       0.      0.       100.    1.       0.     0.      0.      0.03      0                                                                                                                                                                            
 161 bus-161 100   1  1    1.003 -28.09 32.      10.4      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
 162 bus-162 100   1  1    1.    -28.97 20.      6.4       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
-999
BRANCH DATA FOLLOWS                  284 ITEMS
   2    1  1  1      0.0035    0.0321      0.5438 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   3    1  1  1      0.0034    0.0326      0.7224 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   4    1  1  1      0.0064    0.0621      0.987  0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   5    1  1  1      0.0011    0.0119      0.2012 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   1    6  1  1   2  0.        0.0133      0.     0    0     0      0    0  1.0519 0      0      0       0      0      0                                                                                                                                                                                   
   7    2  1  1      0.0014    0.0125      0.2122 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  13    2  1  1      0.0046    0.0417      0.7058 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  14    3  1  1      0.2361    1.0122      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  50    3  1  1      0.0389    0.1699      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
 103    3  1  1      0.1074    1.8023      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
 123    3  1  1      0.2883    1.6719      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
 124    3  1  1      0.014     0.6483      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
 125    3  1  1      0.0084    0.1139      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
 112    4  1  1      0.0059    0.0568      0.925  0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   4  115  1  1   2  0.        0.0185      0.     0    0     0      0    0  1.     0      0      0       0      0      0                                                                                                                                                                                   
 119    4  1  1      0.0014    0.0119      0.205  0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
 120    5  1  1      0.0022    0.0224      0.3792 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
 129    5  1  1      0.0022    0.0268      0.4612 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   5  131  1  1   2  0.        0.0127      0.     0    0     0      0    0  1.0249 0      0      0       0      0      0                                                                                                                                                                                   
   7    8  1  1   2  0.0004    0.0189      0.     0    0     0      0    0  0.9751 0      0      0       0      0      0                                                                                                                                                                                   
   9    7  1  1      0.0017    0.0169      0.2872 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  10    8  1  1      0.4591    1.0703      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  12    8  1  1      0.0106    0.0574      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  13    8  1  1      0.1274    0.4784      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  14    8  1  1      0.0473    0.3956      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  15    8  1  1      0.5035    1.7433      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
 132    8  1  1      0.0252    0.288       0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  75    9  1  1      0.0013    0.015       0.2682 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  11   10  1  1      0.0051    0.037       0.0716 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  13   10  1  1      0.1299    0.622       0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  15   10  1  1      0.1275    0.7033      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  60   10  1  1      0.2525    1.2242      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  15   11  1  1      0.0285    0.1793      0.3484 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  46   11  1  1      0.0142    0.1225      0.1876 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  58   11  1  1      0.017     0.107       0.2074 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  59   11  1  1      0.0071    0.0471      0.0852 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  12    2  1  1   2  0.0008    0.0377      0.     0    0     0      0    0  1.0252 0      0      0       0      0      0                                                                                                                                                                                   
  13   12  1  1      0.1038    0.3137      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  14   12  1  1      0.1598    0.6415      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
 132   12  1  1      0.4486    1.5773      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  15   13  1  1      0.044     0.3227      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  62   13  1  1      0.0098    0.1221      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  72   14  1  1      0.0107    0.0828      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
 113   14  1  1      0.0063    0.0382      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
 132   14  1  1      0.0057    0.0374      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  58   15  1  1      0.0115    0.0732      0.142  0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
